X,Y,Layer,PaperSpace,SubClasses,Linetype,EntityHandle,Text
131.939,58.138100026168,Layer 1,,,,,
132.08,57.85585,Layer 1,,,,,
132.221,57.573600026168,Layer 1,,,,,
132.362,57.2914,Layer 1,,,,,
132.503,57.009200026168,Layer 1,,,,,
132.644,56.72695,Layer 1,,,,,
132.7855,56.444700026168,Layer 1,,,,,
132.927,56.1625,Layer 1,,,,,
133.068,55.880300026168,Layer 1,,,,,
133.209,55.5981,Layer 1,,,,,
133.35,55.315900026168,Layer 1,,,,,
133.491,55.17475,Layer 1,,,,,
133.773,55.033600026168,Layer 1,,,,,
134.055,54.8925,Layer 1,,,,,
134.6195,54.751400026168,Layer 1,,,,,
135.184,54.6103,Layer 1,,,,,
135.6075,54.469200026168,Layer 1,,,,,
136.031,54.3281,Layer 1,,,,,
136.4545,54.187000026168,Layer 1,,,,,
136.878,54.0459,Layer 1,,,,,
137.16,53.904800026168,Layer 1,,,,,
137.442,53.76365,Layer 1,,,,,
137.8655,53.622500026168,Layer 1,,,,,
138.289,53.4814,Layer 1,,,,,
138.571,53.340300026168,Layer 1,,,,,
138.853,53.1992,Layer 1,,,,,
138.994,53.058100026168,Layer 1,,,,,
139.135,52.917,Layer 1,,,,,
139.2765,52.775900026168,Layer 1,,,,,
139.418,52.63475,Layer 1,,,,,
140.1235,52.493600026168,Layer 1,,,,,
140.829,52.3525,Layer 1,,,,,
140.688,52.211400026168,Layer 1,,,,,
140.547,51.9292,Layer 1,,,,,
140.4055,51.647000026168,Layer 1,,,,,
140.264,51.5059,Layer 1,,,,,
140.123,51.364800026168,Layer 1,,,,,
139.982,51.22365,Layer 1,,,,,
139.841,51.082500026168,Layer 1,,,,,
139.7,50.8003,Layer 1,,,,,
139.559,50.518100026168,Layer 1,,,,,
139.418,50.377,Layer 1,,,,,
139.2765,50.235900026168,Layer 1,,,,,
139.135,50.09475,Layer 1,,,,,
138.994,49.953600026168,Layer 1,,,,,
138.853,49.6714,Layer 1,,,,,
138.712,49.389200026168,Layer 1,,,,,
138.571,49.2481,Layer 1,,,,,
138.43,49.107000026168,Layer 1,,,,,
138.289,48.9659,Layer 1,,,,,
138.148,48.824800026168,Layer 1,,,,,
138.007,48.68365,Layer 1,,,,,
137.8655,48.542500026168,Layer 1,,,,,
137.724,48.2603,Layer 1,,,,,
137.583,47.978100026168,Layer 1,,,,,
137.442,47.837,Layer 1,,,,,
137.301,47.695900026168,Layer 1,,,,,
137.16,47.55475,Layer 1,,,,,
137.019,47.413600026168,Layer 1,,,,,
136.878,47.2725,Layer 1,,,,,
136.4545,47.131400026168,Layer 1,,,,,
136.031,46.9903,Layer 1,,,,,
135.749,46.849200026168,Layer 1,,,,,
135.467,46.7081,Layer 1,,,,,
135.3255,46.567000026168,Layer 1,,,,,
135.184,46.4259,Layer 1,,,,,
135.043,46.284800026168,Layer 1,,,,,
134.902,46.14365,Layer 1,,,,,
134.761,46.002500026168,Layer 1,,,,,
134.62,45.8614,Layer 1,,,,,
134.479,45.720300026168,Layer 1,,,,,
134.338,45.4381,Layer 1,,,,,
134.1965,45.155900026168,Layer 1,,,,,
134.055,45.01475,Layer 1,,,,,
133.914,44.873600026168,Layer 1,,,,,
133.773,44.7325,Layer 1,,,,,
133.632,44.591400026168,Layer 1,,,,,
133.491,44.3092,Layer 1,,,,,
133.35,44.027000026168,Layer 1,,,,,
133.209,43.8859,Layer 1,,,,,
133.068,43.744800026168,Layer 1,,,,,
132.927,43.60365,Layer 1,,,,,
132.7855,43.462500026168,Layer 1,,,,,
132.644,43.3214,Layer 1,,,,,
132.503,43.180300026168,Layer 1,,,,,
132.362,42.8981,Layer 1,,,,,
132.08,42.615900026168,Layer 1,,,,,
131.798,42.757,Layer 1,,,,,
131.3745,42.898100026168,Layer 1,,,,,
130.951,43.0392,Layer 1,,,,,
130.669,43.180300026168,Layer 1,,,,,
130.387,43.3214,Layer 1,,,,,
130.1045,43.462500026168,Layer 1,,,,,
129.822,43.60365,Layer 1,,,,,
129.681,43.744800026168,Layer 1,,,,,
129.54,44.3092,Layer 1,,,,,
129.399,44.873600026168,Layer 1,,,,,
129.258,45.15585,Layer 1,,,,,
129.1165,45.438100026168,Layer 1,,,,,
128.975,45.5792,Layer 1,,,,,
128.693,45.720300026168,Layer 1,,,,,
128.411,45.8614,Layer 1,,,,,
128.27,46.002500026168,Layer 1,,,,,
128.129,46.14365,Layer 1,,,,,
127.8465,46.284800026168,Layer 1,,,,,
127.564,45.86145,Layer 1,,,,,
127.423,45.438100026168,Layer 1,,,,,
127.282,45.01475,Layer 1,,,,,
127.141,44.591400026168,Layer 1,,,,,
127.0,44.7325,Layer 1,,,,,
126.1535,44.873600026168,Layer 1,,,,,
125.307,44.7325,Layer 1,,,,,
125.1655,44.591400026168,Layer 1,,,,,
125.024,44.4503,Layer 1,,,,,
124.883,44.309200026168,Layer 1,,,,,
124.742,44.1681,Layer 1,,,,,
124.601,44.027000026168,Layer 1,,,,,
124.46,43.8859,Layer 1,,,,,
124.319,43.744800026168,Layer 1,,,,,
124.178,43.60365,Layer 1,,,,,
124.0365,43.462500026168,Layer 1,,,,,
123.895,43.1803,Layer 1,,,,,
123.754,42.898100026168,Layer 1,,,,,
123.613,42.757,Layer 1,,,,,
123.472,42.615900026168,Layer 1,,,,,
123.331,42.47475,Layer 1,,,,,
123.19,42.333600026168,Layer 1,,,,,
123.049,42.1925,Layer 1,,,,,
122.908,42.051400026168,Layer 1,,,,,
122.767,41.9103,Layer 1,,,,,
122.6255,41.769200026168,Layer 1,,,,,
122.484,41.487,Layer 1,,,,,
122.343,41.204800026168,Layer 1,,,,,
122.202,41.06365,Layer 1,,,,,
122.061,40.922500026168,Layer 1,,,,,
121.92,40.7814,Layer 1,,,,,
121.779,40.640300026168,Layer 1,,,,,
121.638,40.4992,Layer 1,,,,,
121.4965,40.358100026168,Layer 1,,,,,
121.355,40.217,Layer 1,,,,,
121.214,40.075900026168,Layer 1,,,,,
121.073,39.9348,Layer 1,,,,,
120.932,39.793700026168,Layer 1,,,,,
120.791,39.51145,Layer 1,,,,,
120.65,39.229200026168,Layer 1,,,,,
120.509,39.0881,Layer 1,,,,,
120.368,38.947000026168,Layer 1,,,,,
120.227,38.8059,Layer 1,,,,,
120.0855,38.664800026168,Layer 1,,,,,
119.944,38.52365,Layer 1,,,,,
119.803,38.382500026168,Layer 1,,,,,
119.662,38.2414,Layer 1,,,,,
119.521,38.100300026168,Layer 1,,,,,
119.38,37.677,Layer 1,,,,,
119.521,37.253700026168,Layer 1,,,,,
119.662,37.11255,Layer 1,,,,,
119.803,36.971400026168,Layer 1,,,,,
119.944,36.8303,Layer 1,,,,,
120.0855,36.689200026168,Layer 1,,,,,
120.227,36.5481,Layer 1,,,,,
120.368,36.407000026168,Layer 1,,,,,
120.509,36.2659,Layer 1,,,,,
120.791,36.124800026168,Layer 1,,,,,
121.073,35.98365,Layer 1,,,,,
121.214,35.842500026168,Layer 1,,,,,
121.355,35.7014,Layer 1,,,,,
121.4965,35.560300026168,Layer 1,,,,,
121.638,35.4192,Layer 1,,,,,
121.779,35.278100026168,Layer 1,,,,,
121.92,35.137,Layer 1,,,,,
122.061,34.995900026168,Layer 1,,,,,
122.202,34.8548,Layer 1,,,,,
122.343,34.713700026168,Layer 1,,,,,
122.484,34.57255,Layer 1,,,,,
122.6255,34.431400026168,Layer 1,,,,,
122.767,34.2903,Layer 1,,,,,
122.6255,34.149200026168,Layer 1,,,,,
122.484,33.867,Layer 1,,,,,
122.343,33.584800026168,Layer 1,,,,,
122.202,33.44365,Layer 1,,,,,
122.061,33.302500026168,Layer 1,,,,,
121.92,33.1614,Layer 1,,,,,
121.779,33.020300026168,Layer 1,,,,,
121.638,32.8792,Layer 1,,,,,
121.4965,32.738100026168,Layer 1,,,,,
121.355,32.4559,Layer 1,,,,,
121.214,32.173700026168,Layer 1,,,,,
121.073,32.03255,Layer 1,,,,,
120.932,31.891400026168,Layer 1,,,,,
120.791,31.7503,Layer 1,,,,,
120.65,31.609200026168,Layer 1,,,,,
120.509,31.4681,Layer 1,,,,,
120.509,31.4681,Layer 1,,,,,
120.368,31.609200026168,Layer 1,,,,,
120.227,31.89145,Layer 1,,,,,
119.6625,32.173700026168,Layer 1,,,,,
119.098,32.03255,Layer 1,,,,,
118.9565,31.891400026168,Layer 1,,,,,
118.815,31.7503,Layer 1,,,,,
118.674,31.609200026168,Layer 1,,,,,
118.533,31.4681,Layer 1,,,,,
118.392,31.327000026168,Layer 1,,,,,
118.251,31.1859,Layer 1,,,,,
118.11,31.044800026168,Layer 1,,,,,
117.969,30.90365,Layer 1,,,,,
117.828,30.762500026168,Layer 1,,,,,
117.687,30.4803,Layer 1,,,,,
117.5455,30.198100026168,Layer 1,,,,,
117.404,30.057,Layer 1,,,,,
117.263,29.915900026168,Layer 1,,,,,
117.122,29.7748,Layer 1,,,,,
116.981,29.633700026168,Layer 1,,,,,
116.84,29.49255,Layer 1,,,,,
116.699,29.351400026168,Layer 1,,,,,
116.558,29.2103,Layer 1,,,,,
116.4165,29.069200026168,Layer 1,,,,,
116.275,28.9281,Layer 1,,,,,
116.134,28.787000026168,Layer 1,,,,,
115.993,28.6459,Layer 1,,,,,
115.852,28.504800026168,Layer 1,,,,,
115.711,28.36365,Layer 1,,,,,
115.57,28.222500026168,Layer 1,,,,,
115.429,28.0814,Layer 1,,,,,
115.288,27.940300026168,Layer 1,,,,,
115.147,27.6581,Layer 1,,,,,
115.0055,27.375900026168,Layer 1,,,,,
114.864,27.09365,Layer 1,,,,,
114.723,26.811400026168,Layer 1,,,,,
114.582,26.5292,Layer 1,,,,,
114.441,26.247000026168,Layer 1,,,,,
114.3,25.82365,Layer 1,,,,,
114.159,25.400300026168,Layer 1,,,,,
114.018,25.1181,Layer 1,,,,,
113.8765,24.835900026168,Layer 1,,,,,
113.735,24.55365,Layer 1,,,,,
113.594,24.271400026168,Layer 1,,,,,
113.453,23.9892,Layer 1,,,,,
113.312,23.707000026168,Layer 1,,,,,
113.171,23.4248,Layer 1,,,,,
113.03,23.142600026168,Layer 1,,,,,
112.889,22.86035,Layer 1,,,,,
112.748,22.578100026168,Layer 1,,,,,
112.607,22.15475,Layer 1,,,,,
112.607,21.87255,Layer 1,,,,,
112.4655,22.013700026168,Layer 1,,,,,
112.324,22.1548,Layer 1,,,,,
112.183,22.295900026168,Layer 1,,,,,
112.042,22.437,Layer 1,,,,,
111.901,22.578100026168,Layer 1,,,,,
111.76,22.86035,Layer 1,,,,,
111.619,23.142600026168,Layer 1,,,,,
111.478,23.2837,Layer 1,,,,,
111.3365,23.424800026168,Layer 1,,,,,
111.195,23.5659,Layer 1,,,,,
111.054,23.707000026168,Layer 1,,,,,
110.913,23.8481,Layer 1,,,,,
110.772,23.989200026168,Layer 1,,,,,
110.631,24.1303,Layer 1,,,,,
110.49,24.271400026168,Layer 1,,,,,
110.349,24.41255,Layer 1,,,,,
110.208,24.553700026168,Layer 1,,,,,
110.067,24.6948,Layer 1,,,,,
109.9255,24.835900026168,Layer 1,,,,,
109.784,24.977,Layer 1,,,,,
109.643,25.118100026168,Layer 1,,,,,
109.502,25.2592,Layer 1,,,,,
109.361,25.400300026168,Layer 1,,,,,
109.22,25.68255,Layer 1,,,,,
109.079,25.964800026168,Layer 1,,,,,
108.938,26.1059,Layer 1,,,,,
108.7965,26.247000026168,Layer 1,,,,,
108.655,26.3881,Layer 1,,,,,
108.514,26.529200026168,Layer 1,,,,,
108.373,26.6703,Layer 1,,,,,
108.232,26.811400026168,Layer 1,,,,,
108.091,26.95255,Layer 1,,,,,
107.95,27.093700026168,Layer 1,,,,,
107.809,27.2348,Layer 1,,,,,
107.668,27.375900026168,Layer 1,,,,,
107.527,27.517,Layer 1,,,,,
107.3855,27.658100026168,Layer 1,,,,,
107.244,27.7992,Layer 1,,,,,
107.103,27.940300026168,Layer 1,,,,,
106.962,28.22255,Layer 1,,,,,
106.821,28.504800026168,Layer 1,,,,,
106.68,28.6459,Layer 1,,,,,
106.539,28.787000026168,Layer 1,,,,,
106.398,28.9281,Layer 1,,,,,
106.2565,29.069200026168,Layer 1,,,,,
106.115,29.2103,Layer 1,,,,,
105.974,29.351400026168,Layer 1,,,,,
105.833,29.49255,Layer 1,,,,,
105.692,29.633700026168,Layer 1,,,,,
105.551,29.7748,Layer 1,,,,,
105.41,29.915900026168,Layer 1,,,,,
105.269,30.057,Layer 1,,,,,
105.128,30.198100026168,Layer 1,,,,,
104.987,30.3392,Layer 1,,,,,
104.7045,30.480300026168,Layer 1,,,,,
104.422,30.3392,Layer 1,,,,,
104.281,30.198100026168,Layer 1,,,,,
104.14,30.057,Layer 1,,,,,
103.999,29.915900026168,Layer 1,,,,,
103.858,29.7748,Layer 1,,,,,
103.7165,29.633700026168,Layer 1,,,,,
103.575,29.49255,Layer 1,,,,,
103.434,29.351400026168,Layer 1,,,,,
103.293,29.2103,Layer 1,,,,,
103.152,29.069200026168,Layer 1,,,,,
103.011,28.9281,Layer 1,,,,,
102.87,28.787000026168,Layer 1,,,,,
102.729,28.6459,Layer 1,,,,,
102.729,28.6459,Layer 1,,,,,
102.588,28.787000026168,Layer 1,,,,,
102.447,28.9281,Layer 1,,,,,
102.3055,29.069200026168,Layer 1,,,,,
102.164,29.2103,Layer 1,,,,,
102.023,29.351400026168,Layer 1,,,,,
101.882,29.49255,Layer 1,,,,,
102.023,29.633700026168,Layer 1,,,,,
102.164,29.7748,Layer 1,,,,,
102.3055,29.915900026168,Layer 1,,,,,
102.447,30.057,Layer 1,,,,,
102.588,30.198100026168,Layer 1,,,,,
102.729,30.4803,Layer 1,,,,,
102.588,30.762500026168,Layer 1,,,,,
102.447,30.90365,Layer 1,,,,,
102.3055,31.044800026168,Layer 1,,,,,
102.164,31.1859,Layer 1,,,,,
102.023,31.327000026168,Layer 1,,,,,
101.882,31.4681,Layer 1,,,,,
101.741,31.609200026168,Layer 1,,,,,
101.6,31.7503,Layer 1,,,,,
101.459,31.891400026168,Layer 1,,,,,
101.318,32.03255,Layer 1,,,,,
101.1765,32.173700026168,Layer 1,,,,,
101.035,32.4559,Layer 1,,,,,
100.894,32.738100026168,Layer 1,,,,,
100.753,32.8792,Layer 1,,,,,
100.612,33.020300026168,Layer 1,,,,,
100.471,33.1614,Layer 1,,,,,
100.33,33.302500026168,Layer 1,,,,,
100.471,33.302500026168,Layer 1,,,,,
100.753,33.44365,Layer 1,,,,,
101.0355,33.584800026168,Layer 1,,,,,
101.318,33.7259,Layer 1,,,,,
101.6,33.867000026168,Layer 1,,,,,
101.882,34.0081,Layer 1,,,,,
102.023,34.149200026168,Layer 1,,,,,
102.164,34.57255,Layer 1,,,,,
102.023,34.995900026168,Layer 1,,,,,
101.882,35.137,Layer 1,,,,,
101.741,35.278100026168,Layer 1,,,,,
101.6,35.4192,Layer 1,,,,,
101.459,35.560300026168,Layer 1,,,,,
101.318,35.84255,Layer 1,,,,,
101.1765,36.124800026168,Layer 1,,,,,
101.035,36.2659,Layer 1,,,,,
100.894,36.407000026168,Layer 1,,,,,
100.753,36.5481,Layer 1,,,,,
100.612,36.689200026168,Layer 1,,,,,
100.471,36.8303,Layer 1,,,,,
100.33,36.971400026168,Layer 1,,,,,
100.189,37.11255,Layer 1,,,,,
100.0478,37.253700026168,Layer 1,,,,,
99.9066,37.3948,Layer 1,,,,,
100.1888,37.535900026168,Layer 1,,,,,
100.471,37.677,Layer 1,,,,,
100.753,37.818100026168,Layer 1,,,,,
101.035,37.9592,Layer 1,,,,,
101.3175,38.100300026168,Layer 1,,,,,
101.6,38.2414,Layer 1,,,,,
101.882,38.382500026168,Layer 1,,,,,
102.164,38.66475,Layer 1,,,,,
102.023,38.947000026168,Layer 1,,,,,
101.882,39.2292,Layer 1,,,,,
101.741,39.511400026168,Layer 1,,,,,
101.6,39.65255,Layer 1,,,,,
101.459,39.793700026168,Layer 1,,,,,
101.318,39.9348,Layer 1,,,,,
101.1765,40.075900026168,Layer 1,,,,,
101.035,40.217,Layer 1,,,,,
100.894,40.358100026168,Layer 1,,,,,
100.753,40.4992,Layer 1,,,,,
100.612,40.640300026168,Layer 1,,,,,
100.471,40.7814,Layer 1,,,,,
100.33,40.922500026168,Layer 1,,,,,
100.189,41.06365,Layer 1,,,,,
100.0478,41.204800026168,Layer 1,,,,,
99.9066,41.487,Layer 1,,,,,
99.7655,41.769200026168,Layer 1,,,,,
99.6244,41.9103,Layer 1,,,,,
99.48325,42.051400026168,Layer 1,,,,,
99.3421,42.1925,Layer 1,,,,,
99.201,42.333600026168,Layer 1,,,,,
99.0599,42.47475,Layer 1,,,,,
98.9188,42.615900026168,Layer 1,,,,,
98.7777,42.757,Layer 1,,,,,
98.6366,42.898100026168,Layer 1,,,,,
98.4955,43.0392,Layer 1,,,,,
98.3544,43.180300026168,Layer 1,,,,,
98.2133,43.46255,Layer 1,,,,,
98.07215,43.744800026168,Layer 1,,,,,
97.931,43.8859,Layer 1,,,,,
97.7899,44.027000026168,Layer 1,,,,,
97.6488,44.1681,Layer 1,,,,,
97.5077,44.309200026168,Layer 1,,,,,
97.3666,44.4503,Layer 1,,,,,
97.2255,44.591400026168,Layer 1,,,,,
97.0844,44.7325,Layer 1,,,,,
96.94325,44.873600026168,Layer 1,,,,,
96.8021,45.01475,Layer 1,,,,,
96.661,45.155900026168,Layer 1,,,,,
96.5199,45.297,Layer 1,,,,,
96.661,45.438100026168,Layer 1,,,,,
96.8021,45.5792,Layer 1,,,,,
97.08435,45.720300026168,Layer 1,,,,,
97.3666,45.8614,Layer 1,,,,,
97.5077,46.002500026168,Layer 1,,,,,
97.6488,46.14365,Layer 1,,,,,
97.7899,46.284800026168,Layer 1,,,,,
97.931,46.4259,Layer 1,,,,,
98.21325,46.567000026168,Layer 1,,,,,
98.4955,46.7081,Layer 1,,,,,
98.6366,46.849200026168,Layer 1,,,,,
98.7777,46.9903,Layer 1,,,,,
98.9188,47.131400026168,Layer 1,,,,,
99.0599,47.2725,Layer 1,,,,,
99.34215,47.413600026168,Layer 1,,,,,
99.6244,47.55475,Layer 1,,,,,
99.7655,47.695900026168,Layer 1,,,,,
99.9066,47.837,Layer 1,,,,,
100.0478,47.978100026168,Layer 1,,,,,
100.189,48.1192,Layer 1,,,,,
100.471,48.260300026168,Layer 1,,,,,
100.753,48.4014,Layer 1,,,,,
100.894,48.542500026168,Layer 1,,,,,
101.035,48.68365,Layer 1,,,,,
101.1765,48.824800026168,Layer 1,,,,,
101.318,48.9659,Layer 1,,,,,
101.6,49.107000026168,Layer 1,,,,,
101.882,49.5303,Layer 1,,,,,
101.6,49.953600026168,Layer 1,,,,,
101.318,50.09475,Layer 1,,,,,
101.1765,50.235900026168,Layer 1,,,,,
101.035,50.377,Layer 1,,,,,
100.753,50.518100026168,Layer 1,,,,,
100.471,50.6592,Layer 1,,,,,
100.1888,50.800300026168,Layer 1,,,,,
99.9066,50.9414,Layer 1,,,,,
99.7655,51.082500026168,Layer 1,,,,,
99.6244,51.22365,Layer 1,,,,,
99.34215,51.364800026168,Layer 1,,,,,
99.0599,51.5059,Layer 1,,,,,
98.9188,51.647000026168,Layer 1,,,,,
98.7777,51.7881,Layer 1,,,,,
98.4955,51.929200026168,Layer 1,,,,,
98.2133,52.0703,Layer 1,,,,,
97.93105,52.211400026168,Layer 1,,,,,
97.6488,52.3525,Layer 1,,,,,
97.5077,52.493600026168,Layer 1,,,,,
97.3666,52.63475,Layer 1,,,,,
97.2255,52.775900026168,Layer 1,,,,,
97.0844,52.917,Layer 1,,,,,
96.80215,53.058100026168,Layer 1,,,,,
96.5199,53.1992,Layer 1,,,,,
96.3788,53.340300026168,Layer 1,,,,,
96.2377,53.4814,Layer 1,,,,,
96.0966,53.622500026168,Layer 1,,,,,
95.9555,53.90475,Layer 1,,,,,
96.0966,54.187000026168,Layer 1,,,,,
96.2377,54.3281,Layer 1,,,,,
96.3788,54.469200026168,Layer 1,,,,,
96.5199,54.6103,Layer 1,,,,,
96.661,54.751400026168,Layer 1,,,,,
96.8021,54.8925,Layer 1,,,,,
96.94325,55.033600026168,Layer 1,,,,,
97.0844,55.59805,Layer 1,,,,,
96.94325,56.162500026168,Layer 1,,,,,
96.8021,56.3036,Layer 1,,,,,
96.5199,56.444700026168,Layer 1,,,,,
96.2377,56.58585,Layer 1,,,,,
96.0966,56.727000026168,Layer 1,,,,,
95.9555,56.8681,Layer 1,,,,,
95.67325,57.009200026168,Layer 1,,,,,
95.391,57.1503,Layer 1,,,,,
95.2499,57.291400026168,Layer 1,,,,,
95.1088,57.4325,Layer 1,,,,,
94.8266,57.573600026168,Layer 1,,,,,
94.6855,57.573600026168,Layer 1,,,,,
94.8266,57.71475,Layer 1,,,,,
94.9677,57.855900026168,Layer 1,,,,,
95.1088,58.1381,Layer 1,,,,,
95.2499,58.420300026168,Layer 1,,,,,
95.391,58.5614,Layer 1,,,,,
95.53215,58.702500026168,Layer 1,,,,,
95.6733,58.8436,Layer 1,,,,,
95.8144,58.984700026168,Layer 1,,,,,
95.9555,59.26695,Layer 1,,,,,
96.0966,59.549200026168,Layer 1,,,,,
96.2377,59.6903,Layer 1,,,,,
96.3788,59.831400026168,Layer 1,,,,,
96.5199,60.11365,Layer 1,,,,,
96.661,60.395900026168,Layer 1,,,,,
96.8021,60.537,Layer 1,,,,,
96.94325,60.678100026168,Layer 1,,,,,
97.0844,60.8192,Layer 1,,,,,
97.2255,60.960300026168,Layer 1,,,,,
97.3666,61.2425,Layer 1,,,,,
97.5077,61.524700026168,Layer 1,,,,,
97.6488,62.08915,Layer 1,,,,,
97.5077,62.653600026168,Layer 1,,,,,
97.3666,63.35915,Layer 1,,,,,
97.5077,64.064700026168,Layer 1,,,,,
97.6488,64.20585,Layer 1,,,,,
97.7899,64.347000026168,Layer 1,,,,,
97.931,64.4881,Layer 1,,,,,
98.07215,64.629200026168,Layer 1,,,,,
98.2133,64.7703,Layer 1,,,,,
98.3544,64.911400026168,Layer 1,,,,,
98.4955,65.0525,Layer 1,,,,,
98.6366,65.193600026168,Layer 1,,,,,
98.7777,65.33475,Layer 1,,,,,
98.9188,65.475900026168,Layer 1,,,,,
99.0599,65.617,Layer 1,,,,,
99.201,65.758100026168,Layer 1,,,,,
99.3421,65.8992,Layer 1,,,,,
99.48325,66.040300026168,Layer 1,,,,,
99.6244,65.8992,Layer 1,,,,,
99.9067,65.758100026168,Layer 1,,,,,
100.189,65.617,Layer 1,,,,,
100.471,65.475900026168,Layer 1,,,,,
100.753,65.33475,Layer 1,,,,,
101.0355,65.193600026168,Layer 1,,,,,
101.318,65.0525,Layer 1,,,,,
101.6,64.911400026168,Layer 1,,,,,
101.882,64.7703,Layer 1,,,,,
102.1645,64.629200026168,Layer 1,,,,,
102.447,64.4881,Layer 1,,,,,
103.011,64.347000026168,Layer 1,,,,,
103.575,64.7703,Layer 1,,,,,
103.7165,65.193600026168,Layer 1,,,,,
103.858,65.61695,Layer 1,,,,,
103.7165,66.040300026168,Layer 1,,,,,
103.575,66.1814,Layer 1,,,,,
103.293,66.322500026168,Layer 1,,,,,
103.011,66.4636,Layer 1,,,,,
102.87,66.604700026168,Layer 1,,,,,
102.729,66.74585,Layer 1,,,,,
102.588,66.887000026168,Layer 1,,,,,
102.447,67.0281,Layer 1,,,,,
102.1645,67.169200026168,Layer 1,,,,,
101.882,67.3103,Layer 1,,,,,
101.741,67.451400026168,Layer 1,,,,,
101.6,67.5925,Layer 1,,,,,
101.3175,67.733600026168,Layer 1,,,,,
101.035,67.87475,Layer 1,,,,,
100.894,68.015900026168,Layer 1,,,,,
101.0355,68.015900026168,Layer 1,,,,,
101.318,68.157,Layer 1,,,,,
101.8825,68.298100026168,Layer 1,,,,,
102.447,68.4392,Layer 1,,,,,
103.1525,68.580300026168,Layer 1,,,,,
103.858,68.7214,Layer 1,,,,,
103.999,68.862500026168,Layer 1,,,,,
104.14,69.28585,Layer 1,,,,,
104.281,69.709200026168,Layer 1,,,,,
104.422,69.8503,Layer 1,,,,,
104.422,69.8503,Layer 1,,,,,
104.7045,69.709200026168,Layer 1,,,,,
104.987,69.5681,Layer 1,,,,,
105.128,69.427000026168,Layer 1,,,,,
105.269,69.28585,Layer 1,,,,,
105.41,69.144700026168,Layer 1,,,,,
105.551,69.0036,Layer 1,,,,,
105.692,68.862500026168,Layer 1,,,,,
105.833,68.7214,Layer 1,,,,,
105.974,68.580300026168,Layer 1,,,,,
106.115,68.4392,Layer 1,,,,,
106.2565,68.298100026168,Layer 1,,,,,
106.398,68.157,Layer 1,,,,,
106.539,68.015900026168,Layer 1,,,,,
106.68,67.87475,Layer 1,,,,,
106.962,67.733600026168,Layer 1,,,,,
107.244,67.5925,Layer 1,,,,,
107.3855,67.451400026168,Layer 1,,,,,
107.527,67.3103,Layer 1,,,,,
107.668,67.169200026168,Layer 1,,,,,
107.809,67.0281,Layer 1,,,,,
107.95,66.887000026168,Layer 1,,,,,
108.091,66.74585,Layer 1,,,,,
108.232,66.604700026168,Layer 1,,,,,
108.373,66.4636,Layer 1,,,,,
108.514,66.322500026168,Layer 1,,,,,
108.655,66.1814,Layer 1,,,,,
108.7965,66.040300026168,Layer 1,,,,,
108.938,65.8992,Layer 1,,,,,
109.22,65.758100026168,Layer 1,,,,,
109.502,65.617,Layer 1,,,,,
109.7845,65.475900026168,Layer 1,,,,,
110.067,65.7581,Layer 1,,,,,
110.7725,66.040300026168,Layer 1,,,,,
111.478,65.8992,Layer 1,,,,,
111.76,65.758100026168,Layer 1,,,,,
112.042,65.617,Layer 1,,,,,
112.3245,65.475900026168,Layer 1,,,,,
112.607,65.33475,Layer 1,,,,,
112.748,65.193600026168,Layer 1,,,,,
112.889,65.0525,Layer 1,,,,,
113.03,64.911400026168,Layer 1,,,,,
113.171,64.6292,Layer 1,,,,,
113.7355,64.347000026168,Layer 1,,,,,
87.0655,41.487000026168,Layer 1,,,,,
87.2066,41.3459,Layer 1,,,,,
87.3477,41.204800026168,Layer 1,,,,,
87.4888,41.06365,Layer 1,,,,,
87.6299,40.922500026168,Layer 1,,,,,
87.771,40.7814,Layer 1,,,,,
87.91215,40.640300026168,Layer 1,,,,,
88.0533,40.4992,Layer 1,,,,,
88.1944,40.358100026168,Layer 1,,,,,
88.3355,40.217,Layer 1,,,,,
88.4766,40.075900026168,Layer 1,,,,,
88.6177,39.9348,Layer 1,,,,,
88.7588,39.793700026168,Layer 1,,,,,
88.8999,39.65255,Layer 1,,,,,
89.46435,39.511400026168,Layer 1,,,,,
90.0288,39.65255,Layer 1,,,,,
90.1699,39.793700026168,Layer 1,,,,,
90.311,39.9348,Layer 1,,,,,
90.45215,40.075900026168,Layer 1,,,,,
90.5933,40.217,Layer 1,,,,,
90.7344,40.358100026168,Layer 1,,,,,
90.8755,40.4992,Layer 1,,,,,
91.0166,40.640300026168,Layer 1,,,,,
91.1577,40.7814,Layer 1,,,,,
91.2988,40.922500026168,Layer 1,,,,,
91.4399,41.06365,Layer 1,,,,,
91.581,41.204800026168,Layer 1,,,,,
91.7221,41.3459,Layer 1,,,,,
91.86325,41.487000026168,Layer 1,,,,,
92.0044,41.6281,Layer 1,,,,,
92.1455,41.769200026168,Layer 1,,,,,
92.2866,41.9103,Layer 1,,,,,
92.4277,42.051400026168,Layer 1,,,,,
92.5688,42.1925,Layer 1,,,,,
92.85105,42.333600026168,Layer 1,,,,,
93.1333,42.47475,Layer 1,,,,,
93.2744,42.615900026168,Layer 1,,,,,
93.4155,42.757,Layer 1,,,,,
93.5566,42.898100026168,Layer 1,,,,,
93.6977,43.0392,Layer 1,,,,,
94.26215,43.180300026168,Layer 1,,,,,
94.8266,43.3214,Layer 1,,,,,
94.9677,43.462500026168,Layer 1,,,,,
