X,Y,Layer,PaperSpace,SubClasses,Linetype,EntityHandle,Text
62.6533,102.729000026168,Layer 1,,,,,
62.9355,102.87,Layer 1,,,,,
63.0766,103.011000026168,Layer 1,,,,,
63.2177,103.1525,Layer 1,,,,,
63.49995,103.294000026168,Layer 1,,,,,
63.7822,103.435,Layer 1,,,,,
63.9233,103.576000026168,Layer 1,,,,,
64.0644,103.717,Layer 1,,,,,
64.3466,103.858000026168,Layer 1,,,,,
64.6288,103.999,Layer 1,,,,,
64.91105,104.140000026168,Layer 1,,,,,
65.1933,104.281,Layer 1,,,,,
65.3344,104.422000026168,Layer 1,,,,,
65.4755,104.5635,Layer 1,,,,,
65.7577,104.705000026168,Layer 1,,,,,
66.0399,104.846,Layer 1,,,,,
66.32215,104.987000026168,Layer 1,,,,,
66.6044,105.128,Layer 1,,,,,
66.7455,105.269000026168,Layer 1,,,,,
66.8866,105.41,Layer 1,,,,,
67.0277,105.551000026168,Layer 1,,,,,
67.1688,105.6925,Layer 1,,,,,
67.30995,105.834000026168,Layer 1,,,,,
67.4511,106.257,Layer 1,,,,,
67.30995,106.680000026168,Layer 1,,,,,
67.1688,106.821,Layer 1,,,,,
66.8866,106.962000026168,Layer 1,,,,,
66.6044,107.1035,Layer 1,,,,,
66.7455,107.245000026168,Layer 1,,,,,
66.8866,107.527,Layer 1,,,,,
67.0277,107.809000026168,Layer 1,,,,,
67.1688,108.2325,Layer 1,,,,,
67.30995,108.656000026168,Layer 1,,,,,
67.4511,109.079,Layer 1,,,,,
67.5922,109.502000026168,Layer 1,,,,,
67.7333,109.7845,Layer 1,,,,,
67.8744,110.067000026168,Layer 1,,,,,
68.0155,110.4905,Layer 1,,,,,
68.1566,110.914000026168,Layer 1,,,,,
68.2977,111.196,Layer 1,,,,,
68.4388,111.478000026168,Layer 1,,,,,
68.5799,111.9015,Layer 1,,,,,
68.72105,112.325000026168,Layer 1,,,,,
68.8622,112.748,Layer 1,,,,,
69.0033,113.171000026168,Layer 1,,,,,
69.1444,113.4535,Layer 1,,,,,
69.2855,113.736000026168,Layer 1,,,,,
69.4266,114.159,Layer 1,,,,,
69.5677,114.582000026168,Layer 1,,,,,
69.7088,114.8645,Layer 1,,,,,
69.84995,115.147000026168,Layer 1,,,,,
69.9911,115.5705,Layer 1,,,,,
70.1322,115.994000026168,Layer 1,,,,,
70.2733,116.417,Layer 1,,,,,
70.4144,116.840000026168,Layer 1,,,,,
70.5555,117.1225,Layer 1,,,,,
70.5555,117.2635,Layer 1,,,,,
70.6966,117.122000026168,Layer 1,,,,,
70.8377,116.981,Layer 1,,,,,
71.11995,116.840000026168,Layer 1,,,,,
71.4022,116.699,Layer 1,,,,,
71.5433,116.558000026168,Layer 1,,,,,
71.6844,116.417,Layer 1,,,,,
71.8255,116.276000026168,Layer 1,,,,,
71.9666,116.135,Layer 1,,,,,
72.1077,115.994000026168,Layer 1,,,,,
72.2488,115.8525,Layer 1,,,,,
72.53105,115.711000026168,Layer 1,,,,,
72.8133,115.57,Layer 1,,,,,
72.9544,115.429000026168,Layer 1,,,,,
73.0955,115.288,Layer 1,,,,,
73.2366,115.147000026168,Layer 1,,,,,
73.3777,115.006,Layer 1,,,,,
73.5188,114.865000026168,Layer 1,,,,,
73.6599,114.7235,Layer 1,,,,,
73.80105,114.582000026168,Layer 1,,,,,
73.9422,114.441,Layer 1,,,,,
74.2244,114.300000026168,Layer 1,,,,,
74.5066,114.159,Layer 1,,,,,
74.6477,114.018000026168,Layer 1,,,,,
74.7888,113.877,Layer 1,,,,,
74.92995,113.736000026168,Layer 1,,,,,
75.0711,113.595,Layer 1,,,,,
75.2122,113.454000026168,Layer 1,,,,,
75.3533,113.3125,Layer 1,,,,,
75.6355,113.171000026168,Layer 1,,,,,
75.9177,113.03,Layer 1,,,,,
76.0588,112.889000026168,Layer 1,,,,,
76.1999,112.748,Layer 1,,,,,
76.34105,112.607000026168,Layer 1,,,,,
76.4822,112.466,Layer 1,,,,,
76.6233,112.325000026168,Layer 1,,,,,
76.7644,112.1835,Layer 1,,,,,
77.0466,112.042000026168,Layer 1,,,,,
77.3288,111.901,Layer 1,,,,,
77.4699,111.760000026168,Layer 1,,,,,
77.611,111.619,Layer 1,,,,,
77.75215,111.478000026168,Layer 1,,,,,
77.8933,111.337,Layer 1,,,,,
78.0344,111.196000026168,Layer 1,,,,,
78.1755,111.055,Layer 1,,,,,
78.3166,110.914000026168,Layer 1,,,,,
78.4577,110.7725,Layer 1,,,,,
78.73995,110.631000026168,Layer 1,,,,,
79.0222,110.49,Layer 1,,,,,
79.44555,110.34905,Layer 1,,,,,
69.4266,91.2992,Layer 1,,,,,
70.4144,91.158100026168,Layer 1,,,,,
71.4022,91.01695,Layer 1,,,,,
71.8255,90.875800026168,Layer 1,,,,,
72.2488,90.5936,Layer 1,,,,,
72.38995,90.311400026168,Layer 1,,,,,
72.5311,90.1703,Layer 1,,,,,
72.8133,90.029200026168,Layer 1,,,,,
73.0955,90.1703,Layer 1,,,,,
73.80105,90.311400026168,Layer 1,,,,,
74.5066,90.4525,Layer 1,,,,,
74.5066,90.4525,Layer 1,,,,,
74.6477,90.311400026168,Layer 1,,,,,
74.7888,86.92475,Layer 1,,,,,
74.6477,83.538100026168,Layer 1,,,,,
74.5066,83.39695,Layer 1,,,,,
74.3655,83.255800026168,Layer 1,,,,,
74.2244,82.9736,Layer 1,,,,,
74.0833,82.691400026168,Layer 1,,,,,
73.9422,82.4092,Layer 1,,,,,
73.80105,82.127000026168,Layer 1,,,,,
73.6599,81.84475,Layer 1,,,,,
73.5188,81.562500026168,Layer 1,,,,,
73.3777,81.2803,Layer 1,,,,,
73.2366,80.998100026168,Layer 1,,,,,
73.0955,80.71585,Layer 1,,,,,
72.9544,80.433600026168,Layer 1,,,,,
72.8133,80.2925,Layer 1,,,,,
72.6722,80.151400026168,Layer 1,,,,,
72.5311,79.8692,Layer 1,,,,,
72.38995,79.587000026168,Layer 1,,,,,
72.2488,79.30475,Layer 1,,,,,
72.1077,79.022500026168,Layer 1,,,,,
71.9666,78.7403,Layer 1,,,,,
71.8255,78.458100026168,Layer 1,,,,,
71.6844,78.17585,Layer 1,,,,,
71.5433,77.893600026168,Layer 1,,,,,
71.4022,77.6114,Layer 1,,,,,
71.26105,77.329200026168,Layer 1,,,,,
71.1199,77.1881,Layer 1,,,,,
70.9788,77.047000026168,Layer 1,,,,,
70.8377,76.90585,Layer 1,,,,,
70.8377,76.90585,Layer 1,,,,,
70.5555,77.047000026168,Layer 1,,,,,
70.2733,77.1881,Layer 1,,,,,
69.99105,77.329200026168,Layer 1,,,,,
69.7088,77.4703,Layer 1,,,,,
69.4266,77.611400026168,Layer 1,,,,,
69.1444,77.7525,Layer 1,,,,,
68.86215,77.893600026168,Layer 1,,,,,
68.5799,78.0347,Layer 1,,,,,
68.2977,78.175800026168,Layer 1,,,,,
68.0155,78.31695,Layer 1,,,,,
67.7333,78.458100026168,Layer 1,,,,,
67.4511,78.5992,Layer 1,,,,,
67.16885,78.740300026168,Layer 1,,,,,
66.8866,78.8814,Layer 1,,,,,
66.6044,79.022500026168,Layer 1,,,,,
66.3222,79.1636,Layer 1,,,,,
66.03995,79.304700026168,Layer 1,,,,,
65.7577,79.44585,Layer 1,,,,,
65.4755,79.587000026168,Layer 1,,,,,
65.1933,79.7281,Layer 1,,,,,
64.91105,79.869200026168,Layer 1,,,,,
64.6288,80.0103,Layer 1,,,,,
64.3466,80.151400026168,Layer 1,,,,,
64.0644,80.2925,Layer 1,,,,,
63.78215,80.433600026168,Layer 1,,,,,
63.4999,80.5747,Layer 1,,,,,
63.2177,80.715800026168,Layer 1,,,,,
62.9355,80.85695,Layer 1,,,,,
62.6533,80.998100026168,Layer 1,,,,,
62.3711,81.1392,Layer 1,,,,,
62.08885,81.280300026168,Layer 1,,,,,
61.8066,81.4214,Layer 1,,,,,
61.5244,81.562500026168,Layer 1,,,,,
61.2422,81.7036,Layer 1,,,,,
60.95995,81.844700026168,Layer 1,,,,,
60.6777,81.98585,Layer 1,,,,,
60.3955,82.127000026168,Layer 1,,,,,
60.1133,82.2681,Layer 1,,,,,
59.9722,82.409200026168,Layer 1,,,,,
59.8311,82.5503,Layer 1,,,,,
59.54885,82.691400026168,Layer 1,,,,,
59.2666,82.8325,Layer 1,,,,,
58.9844,82.973600026168,Layer 1,,,,,
58.7022,83.1147,Layer 1,,,,,
58.5611,83.255800026168,Layer 1,,,,,
58.42,83.39695,Layer 1,,,,,
58.13775,83.538100026168,Layer 1,,,,,
57.8555,83.6792,Layer 1,,,,,
57.5733,83.820300026168,Layer 1,,,,,
57.2911,83.9614,Layer 1,,,,,
57.14995,84.102500026168,Layer 1,,,,,
57.0088,84.2436,Layer 1,,,,,
56.7266,84.384700026168,Layer 1,,,,,
56.4444,84.94915,Layer 1,,,,,
56.3033,85.513600026168,Layer 1,,,,,
56.1622,86.21915,Layer 1,,,,,
56.0211,86.924700026168,Layer 1,,,,,
55.88,87.0658,Layer 1,,,,,
56.3033,87.206900026168,Layer 1,,,,,
56.7266,87.34805,Layer 1,,,,,
57.00885,87.489200026168,Layer 1,,,,,
57.2911,87.6303,Layer 1,,,,,
57.7144,87.771400026168,Layer 1,,,,,
58.1377,87.9125,Layer 1,,,,,
58.41995,88.053600026168,Layer 1,,,,,
58.7022,88.1947,Layer 1,,,,,
59.1255,88.335800026168,Layer 1,,,,,
59.5488,88.47695,Layer 1,,,,,
59.83105,88.618100026168,Layer 1,,,,,
60.1133,88.7592,Layer 1,,,,,
60.53665,88.900300026168,Layer 1,,,,,
60.96,89.0414,Layer 1,,,,,
61.2422,89.182500026168,Layer 1,,,,,
61.5244,89.3236,Layer 1,,,,,
61.94775,89.464700026168,Layer 1,,,,,
62.3711,89.6058,Layer 1,,,,,
62.6533,89.746900026168,Layer 1,,,,,
62.9355,89.88805,Layer 1,,,,,
63.2177,90.029200026168,Layer 1,,,,,
63.4999,90.1703,Layer 1,,,,,
63.78215,90.311400026168,Layer 1,,,,,
64.0644,90.4525,Layer 1,,,,,
64.2055,90.593600026168,Layer 1,,,,,
64.3466,90.7347,Layer 1,,,,,
64.62885,90.875800026168,Layer 1,,,,,
64.9111,91.01695,Layer 1,,,,,
65.0522,91.158100026168,Layer 1,,,,,
65.1933,91.2992,Layer 1,,,,,
67.30995,91.440300026168,Layer 1,,,,,
58.7022,100.04798,Layer 1,,,,,
58.8433,100.189000026168,Layer 1,,,,,
58.9844,100.33,Layer 1,,,,,
59.2666,100.471000026168,Layer 1,,,,,
59.5488,100.6125,Layer 1,,,,,
59.68995,100.754000026168,Layer 1,,,,,
59.8311,100.895,Layer 1,,,,,
59.9722,101.036000026168,Layer 1,,,,,
60.1133,101.177,Layer 1,,,,,
60.2544,101.318000026168,Layer 1,,,,,
60.3955,101.177,Layer 1,,,,,
60.5366,101.036000026168,Layer 1,,,,,
60.6777,100.7535,Layer 1,,,,,
60.81885,100.471000026168,Layer 1,,,,,
60.96,100.33,Layer 1,,,,,
61.1011,100.189000026168,Layer 1,,,,,
61.2422,100.04795,Layer 1,,,,,
61.3833,99.906900026168,Layer 1,,,,,
61.5244,99.6247,Layer 1,,,,,
61.6655,99.342500026168,Layer 1,,,,,
61.8066,99.2014,Layer 1,,,,,
61.9477,99.060300026168,Layer 1,,,,,
62.0888,98.91915,Layer 1,,,,,
62.22995,98.778000026168,Layer 1,,,,,
62.3711,98.6369,Layer 1,,,,,
62.5122,98.495800026168,Layer 1,,,,,
62.6533,98.2136,Layer 1,,,,,
62.7944,97.931400026168,Layer 1,,,,,
62.9355,97.7903,Layer 1,,,,,
62.7944,97.649200026168,Layer 1,,,,,
62.6533,97.50805,Layer 1,,,,,
62.37105,97.366900026168,Layer 1,,,,,
62.0888,97.2258,Layer 1,,,,,
61.9477,97.084700026168,Layer 1,,,,,
61.8066,96.9436,Layer 1,,,,,
61.5244,96.802500026168,Layer 1,,,,,
61.2422,96.6614,Layer 1,,,,,
61.1011,96.520300026168,Layer 1,,,,,
60.96,96.3792,Layer 1,,,,,
60.81885,96.238100026168,Layer 1,,,,,
60.6777,96.09695,Layer 1,,,,,
60.3955,95.955800026168,Layer 1,,,,,
60.1133,95.8147,Layer 1,,,,,
59.9722,95.673600026168,Layer 1,,,,,
59.8311,95.5325,Layer 1,,,,,
59.68995,95.391400026168,Layer 1,,,,,
59.5488,95.2503,Layer 1,,,,,
59.4077,95.109200026168,Layer 1,,,,,
59.2666,94.96805,Layer 1,,,,,
58.9844,94.826900026168,Layer 1,,,,,
58.7022,94.6858,Layer 1,,,,,
58.5611,94.544700026168,Layer 1,,,,,
58.42,94.4036,Layer 1,,,,,
58.27885,94.262500026168,Layer 1,,,,,
58.1377,94.1214,Layer 1,,,,,
57.9966,93.980300026168,Layer 1,,,,,
57.8555,93.8392,Layer 1,,,,,
57.5733,93.698100026168,Layer 1,,,,,
57.2911,93.55695,Layer 1,,,,,
57.14995,93.415800026168,Layer 1,,,,,
57.0088,93.2747,Layer 1,,,,,
56.8677,93.133600026168,Layer 1,,,,,
56.7266,92.9925,Layer 1,,,,,
56.5855,92.851400026168,Layer 1,,,,,
56.4444,92.7103,Layer 1,,,,,
56.3033,92.569200026168,Layer 1,,,,,
56.1622,92.42805,Layer 1,,,,,
56.0211,92.286900026168,Layer 1,,,,,
55.88,92.1458,Layer 1,,,,,
55.73885,92.004700026168,Layer 1,,,,,
55.5977,91.8636,Layer 1,,,,,
55.4566,91.722500026168,Layer 1,,,,,
55.3155,91.5814,Layer 1,,,,,
55.1744,91.440300026168,Layer 1,,,,,
55.0333,91.2992,Layer 1,,,,,
54.8922,91.158100026168,Layer 1,,,,,
54.7511,91.01695,Layer 1,,,,,
54.46885,90.875800026168,Layer 1,,,,,
54.1866,90.7347,Layer 1,,,,,
54.0455,90.593600026168,Layer 1,,,,,
53.9044,90.4525,Layer 1,,,,,
53.7633,90.311400026168,Layer 1,,,,,
53.6222,90.1703,Layer 1,,,,,
53.6222,93.27475,Layer 1,,,,,
53.7633,96.520300026168,Layer 1,,,,,
53.9044,96.9436,Layer 1,,,,,
54.0455,97.366900026168,Layer 1,,,,,
54.1866,97.50805,Layer 1,,,,,
54.3277,97.649200026168,Layer 1,,,,,
54.4688,97.9314,Layer 1,,,,,
54.60995,98.213600026168,Layer 1,,,,,
54.7511,98.4958,Layer 1,,,,,
54.8922,98.778000026168,Layer 1,,,,,
55.0333,99.06025,Layer 1,,,,,
55.1744,99.342500026168,Layer 1,,,,,
55.3155,99.6247,Layer 1,,,,,
55.4566,99.906900026168,Layer 1,,,,,
55.5977,100.04795,Layer 1,,,,,
55.73885,100.189000026168,Layer 1,,,,,
55.88,100.33,Layer 1,,,,,
56.1622,100.471000026168,Layer 1,,,,,
56.4444,100.6125,Layer 1,,,,,
56.5855,100.754000026168,Layer 1,,,,,
56.7266,100.895,Layer 1,,,,,
56.7266,100.895,Layer 1,,,,,
56.8677,100.754000026168,Layer 1,,,,,
57.0088,100.6125,Layer 1,,,,,
57.14995,100.471000026168,Layer 1,,,,,
57.2911,100.33,Layer 1,,,,,
57.4322,100.189000026168,Layer 1,,,,,
57.5733,100.04795,Layer 1,,,,,
58.1377499998663,99.90693,Layer 1,,,,,
58.9844,93.55695,Layer 1,,,,,
59.2666,93.698100026168,Layer 1,,,,,
59.5488,93.8392,Layer 1,,,,,
59.68995,93.980300026168,Layer 1,,,,,
59.8311,94.1214,Layer 1,,,,,
59.9722,94.262500026168,Layer 1,,,,,
60.1133,94.4036,Layer 1,,,,,
60.2544,94.544700026168,Layer 1,,,,,
60.3955,94.6858,Layer 1,,,,,
60.5366,94.826900026168,Layer 1,,,,,
60.6777,94.96805,Layer 1,,,,,
60.95995,95.109200026168,Layer 1,,,,,
61.2422,95.2503,Layer 1,,,,,
61.3833,95.391400026168,Layer 1,,,,,
61.5244,95.5325,Layer 1,,,,,
61.8066,95.673600026168,Layer 1,,,,,
62.0888,95.8147,Layer 1,,,,,
62.22995,95.955800026168,Layer 1,,,,,
62.3711,96.09695,Layer 1,,,,,
62.5122,96.238100026168,Layer 1,,,,,
62.6533,96.3792,Layer 1,,,,,
62.9355,96.520300026168,Layer 1,,,,,
63.2177,96.6614,Layer 1,,,,,
63.3588,96.802500026168,Layer 1,,,,,
63.4999,96.9436,Layer 1,,,,,
63.4999,96.9436,Layer 1,,,,,
63.64105,96.802500026168,Layer 1,,,,,
63.7822,96.6614,Layer 1,,,,,
63.9233,96.520300026168,Layer 1,,,,,
64.0644,96.3792,Layer 1,,,,,
64.2055,96.238100026168,Layer 1,,,,,
64.3466,96.09695,Layer 1,,,,,
64.4877,95.955800026168,Layer 1,,,,,
64.6288,95.6736,Layer 1,,,,,
64.76995,95.391400026168,Layer 1,,,,,
64.9111,95.2503,Layer 1,,,,,
65.0522,95.109200026168,Layer 1,,,,,
65.1933,94.96805,Layer 1,,,,,
65.3344,94.826900026168,Layer 1,,,,,
65.4755,94.5447,Layer 1,,,,,
65.6166,94.262500026168,Layer 1,,,,,
65.7577,94.1214,Layer 1,,,,,
65.8988,93.980300026168,Layer 1,,,,,
66.0399,93.8392,Layer 1,,,,,
66.18105,93.698100026168,Layer 1,,,,,
66.3222,93.55695,Layer 1,,,,,
66.4633,93.415800026168,Layer 1,,,,,
66.6044,93.1336,Layer 1,,,,,
66.7455,92.851400026168,Layer 1,,,,,
66.8866,92.7103,Layer 1,,,,,
67.0277,92.569200026168,Layer 1,,,,,
67.1688,92.42805,Layer 1,,,,,
67.30995,92.286900026168,Layer 1,,,,,
66.03995,92.286900026168,Layer 1,,,,,
64.6288,92.1458,Layer 1,,,,,
64.4877,92.004700026168,Layer 1,,,,,
64.3466,91.8636,Layer 1,,,,,
64.0644,91.722500026168,Layer 1,,,,,
63.7822,91.5814,Layer 1,,,,,
63.64105,91.440300026168,Layer 1,,,,,
63.4999,91.2992,Layer 1,,,,,
63.2177,91.158100026168,Layer 1,,,,,
62.9355,91.01695,Layer 1,,,,,
62.6533,90.875800026168,Layer 1,,,,,
62.3711,90.7347,Layer 1,,,,,
62.08885,90.593600026168,Layer 1,,,,,
61.8066,90.4525,Layer 1,,,,,
61.3833,90.311400026168,Layer 1,,,,,
60.96,90.1703,Layer 1,,,,,
60.67775,90.029200026168,Layer 1,,,,,
60.3955,89.88805,Layer 1,,,,,
59.97215,89.746900026168,Layer 1,,,,,
59.5488,89.6058,Layer 1,,,,,
59.2666,89.464700026168,Layer 1,,,,,
58.9844,89.3236,Layer 1,,,,,
58.56105,89.182500026168,Layer 1,,,,,
58.1377,89.0414,Layer 1,,,,,
57.8555,88.900300026168,Layer 1,,,,,
57.5733,88.7592,Layer 1,,,,,
57.14995,88.618100026168,Layer 1,,,,,
56.7266,88.47695,Layer 1,,,,,
56.4444,88.335800026168,Layer 1,,,,,
56.1622,88.1947,Layer 1,,,,,
55.87995,88.053600026168,Layer 1,,,,,
55.5977,88.1947,Layer 1,,,,,
55.4566,88.335800026168,Layer 1,,,,,
55.3155,88.47695,Layer 1,,,,,
55.0333,88.618100026168,Layer 1,,,,,
54.7511,88.7592,Layer 1,,,,,
54.60995,88.900300026168,Layer 1,,,,,
54.4688,89.0414,Layer 1,,,,,
54.1866,89.182500026168,Layer 1,,,,,
54.0455,89.182500026168,Layer 1,,,,,
54.1866,89.3236,Layer 1,,,,,
54.3277,89.464700026168,Layer 1,,,,,
54.4688,89.6058,Layer 1,,,,,
54.60995,89.746900026168,Layer 1,,,,,
54.7511,89.88805,Layer 1,,,,,
55.0333,90.029200026168,Layer 1,,,,,
55.3155,90.1703,Layer 1,,,,,
55.4566,90.311400026168,Layer 1,,,,,
55.5977,90.4525,Layer 1,,,,,
55.73885,90.593600026168,Layer 1,,,,,
55.88,90.7347,Layer 1,,,,,
56.0211,90.875800026168,Layer 1,,,,,
56.1622,91.01695,Layer 1,,,,,
56.3033,91.158100026168,Layer 1,,,,,
56.4444,91.2992,Layer 1,,,,,
56.5855,91.440300026168,Layer 1,,,,,
56.7266,91.5814,Layer 1,,,,,
56.8677,91.722500026168,Layer 1,,,,,
57.0088,91.8636,Layer 1,,,,,
57.14995,92.004700026168,Layer 1,,,,,
57.2911,92.1458,Layer 1,,,,,
57.4322,92.286900026168,Layer 1,,,,,
57.5733,92.42805,Layer 1,,,,,
57.8555,92.569200026168,Layer 1,,,,,
58.1377,92.7103,Layer 1,,,,,
58.27885,92.851400026168,Layer 1,,,,,
58.42,92.9925,Layer 1,,,,,
58.5611,93.133600026168,Layer 1,,,,,
58.8433,93.2747,Layer 1,,,,,
40.3577,144.075,Layer 1,,,,,
41.2044,144.216000026168,Layer 1,,,,,
42.0511,144.075,Layer 1,,,,,
42.61555,143.934000026168,Layer 1,,,,,
43.18,143.7925,Layer 1,,,,,
43.4622,143.651000026168,Layer 1,,,,,
43.7444,143.51,Layer 1,,,,,
44.02665,143.369000026168,Layer 1,,,,,
44.3089,143.228,Layer 1,,,,,
44.5911,143.087000026168,Layer 1,,,,,
44.8733,144.498,Layer 1,,,,,
44.7322,145.909000026168,Layer 1,,,,,
44.5911,146.4735,Layer 1,,,,,
44.45,147.038000026168,Layer 1,,,,,
44.3089,147.4615,Layer 1,,,,,
44.16775,147.885000026168,Layer 1,,,,,
44.0266,148.308,Layer 1,,,,,
43.8855,148.731000026168,Layer 1,,,,,
43.7444,149.0135,Layer 1,,,,,
43.6033,149.296000026168,Layer 1,,,,,
43.4622,149.578,Layer 1,,,,,
43.3211,149.860000026168,Layer 1,,,,,
43.18,150.2835,Layer 1,,,,,
43.03885,150.707000026168,Layer 1,,,,,
42.8977,150.989,Layer 1,,,,,
42.7566,151.271000026168,Layer 1,,,,,
42.6155,151.5535,Layer 1,,,,,
42.4744,151.836000026168,Layer 1,,,,,
42.3333,152.118,Layer 1,,,,,
42.1922,152.400000026168,Layer 1,,,,,
42.0511,152.541,Layer 1,,,,,
41.91,152.682000026168,Layer 1,,,,,
41.7689,152.9645,Layer 1,,,,,
41.62775,153.247000026168,Layer 1,,,,,
41.4866,153.529,Layer 1,,,,,
41.3455,153.811000026168,Layer 1,,,,,
41.2044,153.9525,Layer 1,,,,,
41.3455,154.094000026168,Layer 1,,,,,
41.4866,154.235,Layer 1,,,,,
41.76885,154.376000026168,Layer 1,,,,,
42.0511,154.517,Layer 1,,,,,
42.3333,154.658000026168,Layer 1,,,,,
42.6155,154.799,Layer 1,,,,,
42.7566,154.940000026168,Layer 1,,,,,
42.8977,155.081,Layer 1,,,,,
43.17995,155.222000026168,Layer 1,,,,,
43.4622,155.3635,Layer 1,,,,,
43.7444,155.505000026168,Layer 1,,,,,
44.0266,155.646,Layer 1,,,,,
44.30885,155.787000026168,Layer 1,,,,,
44.5911,155.928,Layer 1,,,,,
44.8733,156.069000026168,Layer 1,,,,,
45.1555,156.21,Layer 1,,,,,
45.43775,156.351000026168,Layer 1,,,,,
45.72,156.4925,Layer 1,,,,,
46.0022,156.634000026168,Layer 1,,,,,
46.2844,156.775,Layer 1,,,,,
47.4133,156.916000026168,Layer 1,,,,,
48.5422,157.057,Layer 1,,,,,
50.65885,157.198000026168,Layer 1,,,,,
52.7755,157.057,Layer 1,,,,,
53.62215,156.916000026168,Layer 1,,,,,
54.4688,156.775,Layer 1,,,,,
56.5855,156.634000026168,Layer 1,,,,,
58.7022,156.4925,Layer 1,,,,,
59.26665,156.351000026168,Layer 1,,,,,
59.8311,156.21,Layer 1,,,,,
60.39555,156.069000026168,Layer 1,,,,,
60.96,155.928,Layer 1,,,,,
61.1011,155.787000026168,Layer 1,,,,,
61.2422,155.646,Layer 1,,,,,
61.1011,155.505000026168,Layer 1,,,,,
60.96,155.0815,Layer 1,,,,,
60.81885,154.658000026168,Layer 1,,,,,
60.6777,154.376,Layer 1,,,,,
60.5366,154.094000026168,Layer 1,,,,,
60.3955,153.6705,Layer 1,,,,,
60.2544,153.247000026168,Layer 1,,,,,
60.1133,152.6825,Layer 1,,,,,
59.9722,152.118000026168,Layer 1,,,,,
59.8311,151.6945,Layer 1,,,,,
59.68995,151.271000026168,Layer 1,,,,,
59.5488,150.5655,Layer 1,,,,,
59.4077,149.860000026168,Layer 1,,,,,
59.2666,149.1545,Layer 1,,,,,
59.1255,148.449000026168,Layer 1,,,,,
58.9844,147.7435,Layer 1,,,,,
58.8433,147.038000026168,Layer 1,,,,,
58.7022,146.1915,Layer 1,,,,,
58.5611,145.345000026168,Layer 1,,,,,
58.42,144.357,Layer 1,,,,,
58.27885,143.369000026168,Layer 1,,,,,
58.1377,142.3815,Layer 1,,,,,
57.9966,141.394000026168,Layer 1,,,,,
57.8555,140.406,Layer 1,,,,,
57.7144,139.418000026168,Layer 1,,,,,
57.5733,138.289,Layer 1,,,,,
57.4322,137.160000026168,Layer 1,,,,,
57.2911,136.031,Layer 1,,,,,
57.14995,134.902000026168,Layer 1,,,,,
57.0088,133.9145,Layer 1,,,,,
56.8677,132.927000026168,Layer 1,,,,,
56.7266,131.939,Layer 1,,,,,
56.5855,130.951000026168,Layer 1,,,,,
56.4444,130.1045,Layer 1,,,,,
56.3033,129.258000026168,Layer 1,,,,,
56.1622,128.976,Layer 1,,,,,
56.0211,128.694000026168,Layer 1,,,,,
55.88,128.5525,Layer 1,,,,,
55.73885,128.411000026168,Layer 1,,,,,
55.5977,128.27,Layer 1,,,,,
55.3155,128.129000026168,Layer 1,,,,,
55.0333,127.988,Layer 1,,,,,
54.8922,127.847000026168,Layer 1,,,,,
54.7511,127.706,Layer 1,,,,,
54.60995,127.565000026168,Layer 1,,,,,
54.4688,127.4235,Layer 1,,,,,
54.1866,127.282000026168,Layer 1,,,,,
53.9044,127.141,Layer 1,,,,,
53.7633,127.000000026168,Layer 1,,,,,
53.6222,126.859,Layer 1,,,,,
53.4811,126.718000026168,Layer 1,,,,,
53.34,126.577,Layer 1,,,,,
53.19885,126.436000026168,Layer 1,,,,,
53.0577,126.295,Layer 1,,,,,
52.9166,126.154000026168,Layer 1,,,,,
52.7755,126.0125,Layer 1,,,,,
52.6344,125.871000026168,Layer 1,,,,,
52.4933,125.73,Layer 1,,,,,
52.3522,125.589000026168,Layer 1,,,,,
52.2111,125.448,Layer 1,,,,,
52.06995,125.307000026168,Layer 1,,,,,
51.9288,125.166,Layer 1,,,,,
51.7877,125.025000026168,Layer 1,,,,,
51.6466,124.8835,Layer 1,,,,,
51.5055,124.742000026168,Layer 1,,,,,
51.3644,124.46,Layer 1,,,,,
51.2233,124.178000026168,Layer 1,,,,,
51.0822,124.037,Layer 1,,,,,
50.9411,123.896000026168,Layer 1,,,,,
50.8,123.755,Layer 1,,,,,
50.65885,123.614000026168,Layer 1,,,,,
50.5177,123.3315,Layer 1,,,,,
50.3766,123.049000026168,Layer 1,,,,,
50.2355,122.767,Layer 1,,,,,
50.0944,122.485000026168,Layer 1,,,,,
49.9533,122.2025,Layer 1,,,,,
49.8122,121.920000026168,Layer 1,,,,,
49.6711,121.3555,Layer 1,,,,,
49.52995,120.791000026168,Layer 1,,,,,
49.3888,117.5455,Layer 1,,,,,
49.2477,114.300000026168,Layer 1,,,,,
49.1066,113.171,Layer 1,,,,,
48.9655,112.042000026168,Layer 1,,,,,
48.8244,111.478,Layer 1,,,,,
48.6833,110.914000026168,Layer 1,,,,,
48.5422,110.4905,Layer 1,,,,,
48.4011,110.067000026168,Layer 1,,,,,
48.26,109.7845,Layer 1,,,,,
48.11885,109.502000026168,Layer 1,,,,,
47.9777,109.22,Layer 1,,,,,
47.8366,108.938000026168,Layer 1,,,,,
47.6955,108.656,Layer 1,,,,,
47.5544,108.374000026168,Layer 1,,,,,
47.4133,108.0915,Layer 1,,,,,
46.98995,107.809000026168,Layer 1,,,,,
46.5666,107.95,Layer 1,,,,,
45.71995,108.091000026168,Layer 1,,,,,
